,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Cmp_Total,Att_Total,Cmp%_Total,TotDist,PrgDist,Cmp_Short,Att_Short,Cmp%_Short,Cmp_Medium,Att_Medium,Cmp%_Medium,Cmp_Long,Att_Long,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Touches,T_Def Pen,T_Def 3rd,T_Mid 3rd,T_Att 3rd,T_Att Pen,T_Live,Drib_Att,Drib_Succ,Drib_Succ%,Drib_Tkld,Drib_Tkld%,Carries,Carry_TotDist,Carry_PrgDist,Carry_PrgNum,Carry_1/3,Carry_PA,Carry_Miscon,Carry_Dispos,Rec,Rec_Prg,D_Tkl,D_TklW,Tkl_Def 3rd,Tkl_Mid 3rd,Tkl_Att 3rd,Chal_Tkl,Chal_Att,Chal_Tkl%,Chal_Lost,Blocks,B_Sh,B_Pass,Int,Tkl+Int,Clr,Err
911,Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25.0,1998.0,28.5,8,53,24,45.3,1.86,0.84,0.15,0.33,17.7,2,0,1,6.6,5.8,0.11,1.4,2.2,1112,1370,81.2,15384,4203,666,737,90.4,325,391,83.1,52,121,43.0,7,8.0,9.2,-1.0,53,59,61,9,145,137,4.8,93,17,15,9,2,1,17,0.6,14,1,2,0,0,0,1667,8,117,628,948,124,1666,153,73,47.7,68,44.4,1070,8503,4459,153,106,56,53,27,1267,259,30,19,6,14,10,16,37,43.2,21,31,0,31,7,37,7,0
912,Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,19.0,2004.0,0.4,0,2,0,0.0,5.0,0.0,0.0,0.0,8.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,3,6,50.0,34,5,2,2,100.0,1,4,25.0,0,0,0.0,0,0.0,0.0,0.0,1,0,0,0,0,2,4.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,15,0,2,4,9,5,15,1,1,100.0,0,0.0,8,41,4,0,0,0,1,3,9,2,2,0,1,1,0,1,2,50.0,1,0,0,0,1,3,0,0
913,Angelo Fulgini,FRA,MF,Lens,Ligue 1,26.0,1996.0,15.3,1,46,10,21.7,3.01,0.65,0.02,0.1,19.0,7,0,0,3.2,3.2,0.07,-2.2,-2.2,569,789,72.1,9396,2835,278,335,83.0,189,248,76.2,67,133,50.4,2,3.2,4.0,-1.2,38,46,20,6,74,69,4.51,40,20,1,4,4,0,4,0.26,2,2,0,0,0,0,996,19,97,439,471,48,996,42,18,42.9,22,52.4,692,3650,1415,35,42,7,33,36,667,117,23,14,6,13,4,11,19,57.9,8,22,1,21,8,31,11,0
914,Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30.0,1993.0,2.0,0,5,1,20.0,2.5,0.5,0.0,0.0,15.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,48,66,72.7,799,274,27,33,81.8,15,22,68.2,6,7,85.7,0,0.3,0.4,-0.3,2,7,2,0,9,7,3.5,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,85,2,7,44,34,5,85,1,0,0.0,1,100.0,45,154,71,2,1,0,4,1,70,12,1,1,0,1,0,1,1,100.0,0,2,1,1,0,1,1,0
915,Niclas Füllkrug,GER,FW,Dortmund,Bundesliga,30.0,1993.0,24.6,12,50,23,46.0,2.03,0.94,0.18,0.39,12.2,0,3,3,12.4,10.0,0.2,-0.4,-1.0,378,572,66.1,4822,1141,241,340,70.9,75,110,68.2,23,36,63.9,8,3.1,3.3,4.9,34,25,16,1,49,57,2.32,50,0,0,4,3,0,11,0.45,10,0,0,1,0,0,782,31,71,353,360,105,779,20,5,25.0,10,50.0,409,1511,560,17,16,11,50,23,620,119,7,2,1,6,0,2,8,25.0,6,17,4,13,2,9,25,0
916,Gerardo Fusco,ITA,FW,Salernitana,Serie A,18.0,2005.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,7,71.4,46,1,3,4,75.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,2,12.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,9,0,0,6,3,1,9,1,0,0.0,1,100.0,3,18,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
917,Daniel Fuzato,BRA,GK,Getafe,La Liga,26.0,1997.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,5,10,50.0,185,140,0,0,0.0,1,1,100.0,4,9,44.4,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,10,11,0,0,0,11,0,0,0.0,0,0.0,4,20,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
918,Matteo Gabbia,ITA,DF,Milan,Serie A,23.0,1999.0,14.2,2,11,5,45.5,0.78,0.35,0.18,0.4,12.4,0,0,0,1.6,1.6,0.14,0.4,0.4,815,902,90.4,16174,4946,220,237,92.8,501,530,94.5,88,115,76.5,1,0.3,0.2,0.7,3,46,0,0,42,8,0.56,4,1,0,2,0,1,1,0.07,0,0,0,1,0,0,1035,116,518,482,40,21,1035,2,2,100.0,0,0.0,611,3097,1627,11,4,0,5,2,719,2,29,20,15,13,1,18,24,75.0,6,11,6,5,10,39,48,0
919,Matteo Gabbia,ITA,DF,Villarreal,La Liga,23.0,1999.0,5.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,267,299,89.3,5210,1745,93,102,91.2,144,151,95.4,29,42,69.0,0,0.1,0.1,-0.1,1,15,1,0,9,5,0.94,5,0,0,0,0,0,1,0.19,1,0,0,0,0,0,369,56,201,159,9,2,369,0,0,0.0,0,0.0,205,963,555,1,1,0,4,0,244,0,10,6,4,6,0,5,8,62.5,3,5,2,3,8,18,36,1
920,Gianluca Gaetano,ITA,"FW,MF",Cagliari,Serie A,23.0,2000.0,8.3,4,13,5,38.5,1.57,0.6,0.23,0.6,22.5,0,1,1,1.3,0.5,0.04,2.7,2.5,171,236,72.5,2666,927,86,103,83.5,67,91,73.6,12,24,50.0,1,1.3,0.6,-0.3,16,30,10,1,41,34,4.11,27,1,3,1,2,0,3,0.36,1,0,1,1,0,0,328,5,22,162,154,19,327,30,10,33.3,14,46.7,179,1122,473,17,14,6,17,15,214,42,7,4,0,4,3,2,7,28.6,5,4,0,4,3,10,4,0
921,Gianluca Gaetano,ITA,MF,Napoli,Serie A,23.0,2000.0,1.8,1,9,4,44.4,5.03,2.24,0.11,0.25,22.2,0,0,0,0.6,0.6,0.07,0.4,0.4,70,79,88.6,1030,257,36,40,90.0,26,27,96.3,3,4,75.0,0,0.5,0.4,-0.5,5,4,3,3,6,8,4.44,7,0,0,0,1,0,1,0.56,0,0,0,0,1,0,118,4,12,68,41,5,118,5,1,20.0,4,80.0,58,295,155,6,1,1,5,3,76,5,4,1,0,4,0,2,4,50.0,2,5,2,3,1,5,4,0
922,Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,29.0,1994.0,26.2,1,36,9,25.0,1.37,0.34,0.03,0.11,17.8,1,0,0,2.9,2.9,0.08,-1.9,-1.9,1339,1487,90.0,23611,5656,563,607,92.8,648,690,93.9,101,135,74.8,2,1.7,2.0,0.3,20,114,10,1,120,51,1.94,45,2,0,1,3,0,3,0.11,3,0,0,0,0,0,1761,94,439,1034,310,42,1761,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,28,14,1222,36,61,30,27,25,9,31,50,62.0,19,30,11,19,31,92,38,0
923,Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,24.0,1999.0,18.3,8,66,24,36.4,3.6,1.31,0.12,0.33,15.4,0,0,0,9.0,9.0,0.14,-1.0,-1.0,436,564,77.3,6130,1738,266,315,84.4,136,183,74.3,18,24,75.0,5,2.9,2.7,2.1,25,43,32,5,83,73,3.98,47,1,6,12,5,2,10,0.55,6,0,1,2,1,0,809,15,77,335,412,107,809,54,31,57.4,17,31.5,549,3003,1472,43,31,13,44,32,618,130,27,17,8,14,5,8,25,32.0,17,21,4,17,14,41,7,0
924,Javi Galán,ESP,DF,Atlético Madrid,La Liga,28.0,1994.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,45,60,75.0,666,154,24,28,85.7,19,24,79.2,1,5,20.0,0,0.1,0.1,-0.1,2,0,2,1,4,4,4.04,2,1,1,0,0,0,0,0.0,0,0,0,0,0,0,78,0,17,19,43,3,78,4,2,50.0,0,0.0,52,289,146,3,1,0,5,3,48,13,5,4,2,2,1,4,5,80.0,1,1,0,1,1,6,3,0
925,Javi Galán,ESP,DF,Real Sociedad,La Liga,28.0,1994.0,11.9,0,3,1,33.3,0.25,0.08,0.0,0.0,20.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,526,657,80.1,8925,2880,257,284,90.5,222,272,81.6,39,75,52.0,1,0.7,0.9,0.3,10,36,15,10,45,22,1.84,19,2,0,1,0,0,3,0.25,3,0,0,0,0,0,809,18,185,383,253,13,809,44,18,40.9,19,43.2,427,2661,1593,46,17,5,16,11,473,70,38,22,15,19,4,15,30,50.0,15,24,1,23,14,52,17,1
926,Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,29.0,1993.0,23.2,1,11,2,18.2,0.47,0.09,0.09,0.5,25.4,0,0,0,0.3,0.3,0.03,0.7,0.7,993,1232,80.6,17537,5134,460,527,87.3,410,474,86.5,103,171,60.2,1,2.3,2.5,-1.3,26,127,23,4,147,56,2.41,42,12,0,0,2,0,9,0.39,9,0,0,0,0,0,1407,30,194,883,345,7,1407,33,22,66.7,8,24.2,782,3740,1637,26,29,1,24,29,948,36,49,31,15,26,8,24,49,49.0,25,18,5,13,12,61,17,0
927,Pablo Galdames Millán,CHI,"MF,DF",Genoa,Serie A,26.0,1996.0,0.1,0,1,1,100.0,8.18,8.18,0.0,0.0,14.1,0,0,0,0.0,0.0,0.03,0.0,0.0,21,23,91.3,411,173,7,8,87.5,12,12,100.0,2,3,66.7,0,0.0,0.0,0.0,0,6,0,0,5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,26,0,1,19,6,1,26,0,0,0.0,0,0.0,9,47,24,0,0,0,1,0,16,1,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
928,Conor Gallagher,ENG,MF,Chelsea,Premier League,23.0,2000.0,34.8,5,48,17,35.4,1.38,0.49,0.1,0.29,20.4,0,0,0,4.2,4.2,0.09,0.8,0.8,1801,2018,89.2,26732,5954,1054,1116,94.4,598,654,91.4,95,146,65.1,7,5.0,3.5,2.0,52,135,32,4,172,109,3.14,78,15,5,4,1,6,14,0.4,7,5,0,1,0,1,2443,77,468,1221,793,79,2443,65,38,58.5,18,27.7,1453,7243,2979,62,54,14,69,39,1739,122,85,52,37,31,17,33,77,42.9,44,50,11,39,43,128,34,0
929,Antonino Gallo,ITA,DF,Lecce,Serie A,23.0,2000.0,27.7,0,15,3,20.0,0.54,0.11,0.0,0.0,22.0,0,0,0,0.5,0.5,0.04,-0.5,-0.5,995,1408,70.7,18535,7959,418,478,87.4,422,560,75.4,130,290,44.8,3,4.5,3.1,-1.5,47,85,44,32,125,72,2.6,55,10,4,1,1,1,4,0.14,4,0,0,0,0,0,1656,84,567,719,395,22,1656,42,19,45.2,20,47.6,804,4815,2858,69,53,12,27,13,848,101,43,27,31,11,1,31,49,63.3,18,34,9,25,25,68,67,0
930,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33.0,1989.0,13.2,0,6,1,16.7,0.45,0.08,0.0,0.0,31.2,0,0,0,0.1,0.1,0.01,-0.1,-0.1,350,475,73.7,6353,2438,155,175,88.6,146,187,78.1,43,97,44.3,1,0.5,0.9,0.5,10,28,12,6,33,20,1.52,15,3,0,2,0,0,2,0.15,1,1,0,0,0,0,603,38,189,305,117,1,603,12,5,41.7,4,33.3,276,1235,527,12,11,0,11,3,282,16,24,18,12,11,1,14,33,42.4,19,20,7,13,15,39,34,1
931,Kévin Gameiro,FRA,"FW,MF",Strasbourg,Ligue 1,36.0,1987.0,15.0,4,27,10,37.0,1.81,0.67,0.07,0.2,19.8,1,2,2,3.4,1.9,0.07,0.6,0.1,373,461,80.9,5374,1194,214,247,86.6,112,141,79.4,25,31,80.6,2,2.7,3.0,-0.7,24,28,10,1,44,52,3.48,43,0,2,6,1,0,5,0.33,2,0,0,3,0,0,571,5,51,272,256,46,569,13,7,53.8,5,38.5,448,2487,909,26,25,10,25,15,428,81,10,10,5,3,2,2,17,11.8,15,9,0,9,3,13,7,0
932,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33.0,1989.0,20.9,4,26,7,26.9,1.24,0.33,0.15,0.57,22.2,1,0,0,1.3,1.3,0.05,2.7,2.7,758,898,84.4,11688,3236,384,428,89.7,317,361,87.8,39,66,59.1,0,1.1,0.8,-1.1,15,70,9,1,83,52,2.48,37,0,0,5,4,6,4,0.19,4,0,0,0,0,0,1126,59,280,608,252,21,1126,25,11,44.0,11,44.0,592,2976,1431,29,26,2,17,20,670,41,73,44,32,27,14,29,46,63.0,17,24,7,17,28,101,16,0
933,Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,24.0,1999.0,2.0,0,6,0,0.0,2.93,0.0,0.0,0.0,10.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,31,53,58.5,475,169,17,23,73.9,11,20,55.0,2,2,100.0,0,0.6,0.5,-0.6,4,1,3,1,5,5,2.45,4,0,0,0,0,1,0,0.0,0,0,0,0,0,0,77,1,4,24,51,10,77,1,0,0.0,1,100.0,64,438,109,7,2,3,4,3,62,26,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0
934,Aleix García,ESP,MF,Girona,La Liga,26.0,1997.0,35.5,3,39,12,30.8,1.1,0.34,0.08,0.25,26.4,8,0,0,1.8,1.8,0.05,1.2,1.2,2567,2935,87.5,47017,14261,1226,1293,94.8,945,1018,92.8,334,518,64.5,6,5.5,6.0,0.5,57,306,27,8,294,129,3.63,82,40,1,1,4,1,21,0.59,16,5,0,0,0,0,3220,149,780,1809,651,18,3220,24,15,62.5,6,25.0,1923,9334,4604,58,44,3,26,15,2403,52,49,28,17,26,6,28,54,51.9,26,45,17,28,36,85,53,3
935,Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,30.0,1992.0,27.5,6,45,17,37.8,1.64,0.62,0.13,0.35,16.0,0,0,0,6.2,6.2,0.14,-0.2,-0.2,518,825,62.8,7725,2288,301,381,79.0,166,258,64.3,30,109,27.5,1,3.0,2.9,-2.0,39,30,34,21,63,79,2.87,58,5,3,4,6,3,5,0.18,4,0,0,0,1,0,1102,33,196,354,567,101,1102,25,10,40.0,14,56.0,547,2790,1229,56,21,22,54,11,696,252,34,25,15,10,9,7,34,20.6,27,35,0,35,36,70,33,0
936,Dani García,ESP,MF,Athletic Club,La Liga,33.0,1990.0,8.3,1,6,3,50.0,0.72,0.36,0.17,0.33,13.6,0,0,0,0.8,0.8,0.13,0.2,0.2,279,331,84.3,4585,1255,136,152,89.5,110,129,85.3,22,34,64.7,0,0.2,0.2,-0.2,2,24,3,0,36,3,0.36,2,0,0,0,0,1,0,0.0,0,0,0,0,0,0,398,21,81,258,64,7,398,3,3,100.0,0,0.0,176,711,287,3,6,0,4,2,228,4,17,11,4,7,6,12,24,50.0,12,9,3,6,8,25,11,0
937,David García,ESP,DF,Osasuna,La Liga,29.0,1994.0,25.9,0,15,2,13.3,0.58,0.08,0.0,0.0,9.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0,1109,1339,82.8,21953,8473,361,399,90.5,614,693,88.6,128,218,58.7,1,1.3,1.0,-0.3,5,129,5,0,133,18,0.69,16,0,0,1,0,1,3,0.12,2,0,0,1,0,0,1585,166,665,863,64,24,1585,4,3,75.0,1,25.0,796,4308,2698,21,12,0,9,2,914,4,29,18,19,9,1,16,26,61.5,10,40,19,21,18,47,115,2
938,Eric García,ESP,DF,Barcelona,La Liga,22.0,2001.0,0.6,0,1,0,0.0,1.58,0.0,0.0,0.0,11.0,0,0,0,0.0,0.0,0.05,0.0,0.0,46,48,95.8,802,308,22,23,95.7,21,21,100.0,3,4,75.0,0,0.0,0.0,0.0,0,4,0,0,5,1,1.58,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,53,2,18,33,2,1,53,0,0,0.0,0,0.0,34,171,114,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0
939,Eric García,ESP,DF,Girona,La Liga,22.0,2001.0,29.3,5,16,6,37.5,0.55,0.2,0.31,0.83,9.4,0,0,0,2.8,2.8,0.18,2.2,2.2,2064,2306,89.5,37231,14739,810,866,93.5,1059,1123,94.3,169,252,67.1,0,0.5,1.1,-0.5,10,223,17,2,221,42,1.43,39,0,0,2,1,0,6,0.2,6,0,0,0,0,0,2567,180,972,1378,227,23,2567,9,4,44.4,4,44.4,1604,7491,4670,45,34,1,17,9,1900,18,55,37,34,18,3,34,49,69.4,15,36,18,18,30,85,79,2
940,Fran Garcia,ESP,DF,Real Madrid,La Liga,23.0,1999.0,15.5,1,9,1,11.1,0.58,0.06,0.11,1.0,20.9,0,0,0,0.5,0.5,0.06,0.5,0.5,841,997,84.4,12143,3312,518,554,93.5,280,327,85.6,28,68,41.2,5,2.4,1.8,2.6,16,38,14,6,60,34,2.19,32,0,2,0,0,0,4,0.26,4,0,0,0,0,0,1148,39,309,464,385,23,1148,18,8,44.4,9,50.0,686,3666,1956,53,30,4,22,8,747,139,25,17,11,12,2,13,31,41.9,18,16,3,13,19,44,28,1
941,Gonzalo García,ESP,"FW,MF",Real Madrid,La Liga,19.0,2004.0,0.2,0,1,1,100.0,4.74,4.74,0.0,0.0,19.1,0,0,0,0.0,0.0,0.03,0.0,0.0,4,7,57.1,35,7,4,6,66.7,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,0,2,4,5,1,11,1,0,0.0,1,100.0,8,56,20,1,1,1,0,0,7,3,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0
942,Jastin García,ESP,FW,Girona,La Liga,19.0,2004.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,11,63.6,84,47,5,7,71.4,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,1,1,0,2,1,2.81,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,18,0,1,6,11,2,18,2,1,50.0,1,50.0,13,76,48,2,0,1,3,0,15,8,1,0,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0
943,Raúl García,ESP,"FW,MF",Athletic Club,La Liga,37.0,1986.0,4.7,1,10,1,10.0,2.14,0.21,0.1,1.0,14.3,0,0,0,0.9,0.9,0.09,0.1,0.1,79,138,57.2,1102,313,45,66,68.2,19,38,50.0,6,11,54.5,0,0.0,0.6,0.0,0,12,3,0,19,4,0.86,3,0,0,0,0,1,0,0.0,0,0,0,0,0,0,202,10,28,96,80,22,202,5,2,40.0,3,60.0,95,390,124,4,7,2,9,5,146,15,9,6,2,4,3,4,9,44.4,5,10,1,9,3,12,9,0
944,Rubén García,ESP,"FW,MF",Osasuna,La Liga,30.0,1993.0,17.2,3,28,10,35.7,1.63,0.58,0.11,0.3,18.0,3,0,0,2.3,2.3,0.08,0.7,0.7,519,774,67.1,8222,2306,288,354,81.4,163,217,75.1,55,130,42.3,2,3.3,3.5,-1.3,31,31,26,9,59,65,3.79,36,14,7,2,6,0,5,0.29,4,0,0,0,1,0,951,19,125,365,466,40,951,31,18,58.1,9,29.0,473,2042,730,16,26,4,31,23,647,117,32,18,8,17,7,13,33,39.4,20,23,3,20,12,44,23,0
945,Santiago García,ESP,FW,Getafe,La Liga,21.0,2001.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,6,7,85.7,69,40,3,3,100.0,2,3,66.7,0,0,0.0,0,0.0,0.1,0.0,0,0,2,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,16,0,1,4,12,0,16,3,0,0.0,3,100.0,11,55,29,1,1,0,1,0,6,1,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
946,Ulisses Garcia,SUI,DF,Marseille,Ligue 1,27.0,1996.0,10.1,0,11,5,45.5,1.09,0.5,0.0,0.0,24.0,1,0,0,0.5,0.5,0.05,-0.5,-0.5,449,570,78.8,7183,1975,224,249,90.0,186,233,79.8,27,54,50.0,0,0.9,1.1,-0.9,8,30,7,5,52,18,1.79,12,3,3,0,0,0,0,0.0,0,0,0,0,0,0,658,21,140,309,215,8,658,18,10,55.6,6,33.3,423,2330,1157,21,18,2,9,14,394,66,21,16,6,13,2,13,20,65.0,7,8,3,5,7,28,13,2
947,Unai García,ESP,DF,Osasuna,La Liga,31.0,1992.0,6.2,1,2,1,50.0,0.32,0.16,0.5,1.0,14.4,0,0,0,0.1,0.1,0.06,0.9,0.9,158,202,78.2,3503,1226,46,51,90.2,88,99,88.9,24,49,49.0,0,0.0,0.0,0.0,1,6,0,0,12,2,0.32,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,259,26,121,124,16,7,259,1,0,0.0,1,100.0,104,379,183,2,2,0,3,3,136,1,12,9,9,2,1,5,10,50.0,5,7,1,6,8,20,18,0
948,Alejandro Garnacho,ARG,FW,Manchester Utd,Premier League,19.0,2004.0,28.5,7,100,27,27.0,3.51,0.95,0.07,0.26,15.8,0,0,0,8.4,8.3,0.08,-1.4,-1.3,675,901,74.9,9269,1365,422,506,83.4,189,233,81.1,34,63,54.0,4,5.1,2.9,-1.1,46,26,22,4,62,119,4.17,80,0,13,13,12,1,15,0.53,10,0,1,1,2,1,1312,13,180,403,741,248,1312,131,48,36.6,63,48.1,938,8015,4211,178,83,102,69,49,1006,281,22,15,7,6,9,12,45,26.7,33,26,2,24,18,40,18,0
949,James Garner,ENG,MF,Everton,Premier League,22.0,2001.0,33.4,1,41,10,24.4,1.23,0.3,0.02,0.1,22.1,5,0,0,2.7,2.7,0.07,-1.7,-1.7,958,1244,77.0,16067,4432,464,536,86.6,374,437,85.6,90,185,48.6,2,4.6,3.7,-2.6,44,98,24,6,100,98,2.94,58,22,3,6,4,5,8,0.24,3,1,0,1,1,2,1610,83,307,776,549,41,1610,41,19,46.3,16,39.0,736,3856,1657,36,37,5,33,10,857,76,83,44,32,38,13,35,82,42.7,47,45,14,31,45,128,47,1
950,Luca Garritano,ITA,"MF,DF",Frosinone,Serie A,29.0,1994.0,5.4,0,12,3,25.0,2.23,0.56,0.0,0.0,18.9,1,0,0,0.7,0.7,0.06,-0.7,-0.7,147,220,66.8,2219,804,82,96,85.4,43,66,65.2,12,32,37.5,0,0.3,0.4,-0.3,4,19,3,1,23,15,2.78,10,3,0,0,2,0,3,0.56,2,1,0,0,0,0,283,13,75,119,91,12,283,5,0,0.0,5,100.0,141,736,310,6,2,1,8,2,173,23,10,5,7,2,1,5,15,33.3,10,13,0,13,4,14,8,1
951,Yarek Gasiorowski,ESP,DF,Valencia,La Liga,18.0,2005.0,8.2,0,1,0,0.0,0.12,0.0,0.0,0.0,15.9,0,0,0,0.0,0.0,0.01,0.0,0.0,208,292,71.2,3728,1484,95,113,84.1,93,116,80.2,19,54,35.2,0,0.0,0.1,0.0,0,11,0,0,15,5,0.61,2,2,0,1,0,0,0,0.0,0,0,0,0,0,0,415,71,204,157,55,6,415,3,1,33.3,2,66.7,145,562,315,4,7,0,8,1,179,10,22,12,14,5,3,13,19,68.4,6,15,8,7,15,37,50,1
952,Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,35.0,1988.0,25.1,0,12,5,41.7,0.48,0.2,0.0,0.0,26.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3,1408,1706,82.5,26816,8592,537,607,88.5,645,734,87.9,191,302,63.2,0,2.4,2.7,-2.4,32,156,29,2,168,63,2.51,47,11,0,1,2,2,4,0.16,4,0,0,0,0,0,1918,70,475,1199,257,9,1918,25,8,32.0,14,56.0,1458,6939,2842,21,27,0,29,9,1353,21,43,22,18,21,4,23,81,28.4,58,31,9,22,36,79,24,4
953,Federico Gatti,ITA,DF,Juventus,Serie A,25.0,1998.0,29.3,4,35,7,20.0,1.19,0.24,0.11,0.57,14.3,0,0,0,5.5,5.5,0.16,-1.5,-1.5,1166,1370,85.1,21805,7166,432,475,90.9,613,669,91.6,112,177,63.3,0,1.5,1.3,-1.5,10,103,7,5,122,29,0.99,23,0,2,2,1,1,2,0.07,1,0,0,1,0,0,1640,122,504,950,201,47,1640,22,9,40.9,10,45.5,963,5225,3233,52,31,1,24,12,1115,43,33,19,16,16,1,19,24,79.2,5,26,15,11,19,52,90,1
954,Federico Gattoni,ARG,"DF,FW",Sevilla,La Liga,24.0,1999.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,7,9,77.8,137,21,2,3,66.7,2,3,66.7,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,11,1,6,5,0,0,11,0,0,0.0,0,0.0,3,15,12,0,0,0,0,0,3,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
955,Gavi,ESP,"MF,FW",Barcelona,La Liga,18.0,2004.0,10.5,1,9,4,44.4,0.86,0.38,0.11,0.25,15.2,0,0,0,0.9,0.9,0.11,0.1,0.1,489,541,90.4,7119,1400,297,315,94.3,146,165,88.5,28,35,80.0,1,1.1,1.4,-0.1,11,37,8,2,39,27,2.57,24,0,2,0,0,1,3,0.29,3,0,0,0,0,0,678,27,108,394,181,18,678,22,12,54.5,8,36.4,424,2231,1170,26,24,3,19,11,479,38,39,21,20,14,5,18,36,50.0,18,19,3,16,8,47,16,1
956,Paulo Gazzaniga,ARG,GK,Girona,La Liga,31.0,1992.0,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1094,1391,78.6,27525,19971,281,282,99.6,548,553,99.1,260,544,47.8,0,0.7,0.1,-0.7,3,17,2,0,0,11,0.29,8,3,0,0,0,0,1,0.03,1,0,0,0,0,0,1473,1247,1463,10,0,0,1473,6,6,100.0,0,0.0,897,3989,2406,0,0,0,2,1,794,0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,12,1
957,Yann Gboho,FRA,"MF,FW",Toulouse,Ligue 1,22.0,2001.0,13.3,3,23,8,34.8,1.74,0.6,0.13,0.38,17.0,0,0,0,1.2,1.2,0.05,1.8,1.8,211,285,74.0,2980,816,124,152,81.6,69,86,80.2,6,10,60.0,2,1.7,1.7,0.3,18,24,18,1,48,39,2.94,27,0,7,1,4,0,7,0.53,5,0,0,0,2,0,473,6,48,183,261,68,473,63,30,47.6,29,46.0,369,2966,1626,65,42,27,39,28,351,97,14,4,6,6,2,8,23,34.8,15,21,1,20,4,18,2,0
